mom,id,origin,date,phenotype,value,note
urb32,658,cultivar,2018-05-30,SD_cotyledon,1.15,
urb32,72,cultivar,2018-05-30,SD_cotyledon,1.3,
nat18,326,native,2018-05-27,NL,4,
nat18,480,native,2018-05-27,NL,2,
nat18,632,native,2018-05-27,NL,4,
nat19,100,native,2018-05-27,NL,4,
nat19,183,native,2018-05-27,NL,4,
nat19,185,native,2018-05-27,NL,4,
nat19,190,native,2018-05-27,NL,4,
nat19,202,native,2018-05-27,NL,4,
nat19,22,native,2018-05-27,NL,4,
nat19,223,native,2018-05-27,NL,6,
nat19,224,native,2018-05-27,NL,4,
nat19,241,native,2018-05-27,NL,2,
nat19,270,native,2018-05-27,NL,4,
nat19,275,native,2018-05-27,NL,4,
nat19,296,native,2018-05-27,NL,6,
nat19,33,native,2018-05-27,NL,4,
nat19,355,native,2018-05-27,NL,4,
nat19,364,native,2018-05-27,NL,4,
nat19,375,native,2018-05-27,NL,4,
nat19,397,native,2018-05-27,NL,2,
nat19,398,native,2018-05-27,NL,4,
nat19,40,native,2018-05-27,NL,4,
nat19,430,native,2018-05-27,NL,4,
nat19,46,native,2018-05-27,NL,4,
nat19,468,native,2018-05-27,NL,4,
nat19,482,native,2018-05-27,NL,4,
nat19,513,native,2018-05-27,NL,4,
nat19,538,native,2018-05-27,NL,2,
nat19,557,native,2018-05-27,NL,4,
nat19,571,native,2018-05-27,NL,4,
nat19,596,native,2018-05-27,NL,3,
nat19,606,native,2018-05-27,NL,4,
nat19,611,native,2018-05-27,NL,4,
nat19,616,native,2018-05-27,NL,4,
nat19,626,native,2018-05-27,NL,4,
nat19,627,native,2018-05-27,NL,2,
nat19,631,native,2018-05-27,NL,4,
nat19,642,native,2018-05-27,NL,4,
nat19,65,native,2018-05-27,NL,2,
nat19,657,native,2018-05-27,NL,4,
nat19,659,native,2018-05-27,NL,4,
nat19,74,native,2018-05-27,NL,4,
nat19,76,native,2018-05-27,NL,4,
nat19,94,native,2018-05-27,NL,4,
nat20,301,native,2018-05-27,NL,2,
nat20,440,native,2018-05-27,NL,2,
nat20,446,native,2018-05-27,NL,4,
nat20,473,native,2018-05-27,NL,4,
nat20,519,native,2018-05-27,NL,4,
nat20,605,native,2018-05-27,NL,4,
nat20,608,native,2018-05-27,NL,0,
nat20,615,native,2018-05-27,NL,4,
nat21,332,native,2018-05-27,NL,6,
nat21,333,native,2018-05-27,NL,6,
nat21,358,native,2018-05-27,NL,4,
nat21,422,native,2018-05-27,NL,4,
nat21,500,native,2018-05-27,NL,4,
nat21,527,native,2018-05-27,NL,4,
nat21,568,native,2018-05-27,NL,4,
nat21,573,native,2018-05-27,NL,6,
nat21,589,native,2018-05-27,NL,2,
nat21,68,native,2018-05-27,NL,6,
nat22,101,native,2018-05-27,NL,6,
nat22,119,native,2018-05-27,NL,4,
nat22,142,native,2018-05-27,NL,4,
nat22,176,native,2018-05-27,NL,4,
nat22,191,native,2018-05-27,NL,4,
nat22,199,native,2018-05-27,NL,4,
nat22,25,native,2018-05-27,NL,4,
nat22,254,native,2018-05-27,NL,4,
nat22,353,native,2018-05-27,NL,6,
nat22,505,native,2018-05-27,NL,6,
nat22,535,native,2018-05-27,NL,6,
nat22,6,native,2018-05-27,NL,4,
nat22,609,native,2018-05-27,NL,6,
nat22,638,native,2018-05-27,NL,6,
nat23,2,native,2018-05-27,NL,4,
nat23,216,native,2018-05-27,NL,4,
nat23,244,native,2018-05-27,NL,4,
nat23,259,native,2018-05-27,NL,4,
nat23,309,native,2018-05-27,NL,4,
nat23,334,native,2018-05-27,NL,2,
nat23,380,native,2018-05-27,NL,4,
nat23,501,native,2018-05-27,NL,4,
nat23,575,native,2018-05-27,NL,6,
nat24,147,native,2018-05-27,NL,4,
nat24,485,native,2018-05-27,NL,4,
nat24,489,native,2018-05-27,NL,4,
nat24,8,native,2018-05-27,NL,2,
nat24,90,native,2018-05-27,NL,4,
nat25,187,native,2018-05-27,NL,4,
nat25,299,native,2018-05-27,NL,6,
nat25,433,native,2018-05-27,NL,4,
nat25,520,native,2018-05-27,NL,6,
nat25,537,native,2018-05-27,NL,6,
nat25,613,native,2018-05-27,NL,4,
nat26,151,native,2018-05-27,NL,4,
nat26,16,native,2018-05-27,NL,2,
nat26,182,native,2018-05-27,NL,4,
nat26,269,native,2018-05-27,NL,4,
nat26,310,native,2018-05-27,NL,6,
nat26,338,native,2018-05-27,NL,4,
nat26,345,native,2018-05-27,NL,4,
nat26,373,native,2018-05-27,NL,6,
nat26,376,native,2018-05-27,NL,6,
nat26,402,native,2018-05-27,NL,2,
nat26,414,native,2018-05-27,NL,4,
nat26,424,native,2018-05-27,NL,6,
nat26,47,native,2018-05-27,NL,4,
nat26,471,native,2018-05-27,NL,6,
nat26,524,native,2018-05-27,NL,6,
nat26,561,native,2018-05-27,NL,4,
nat26,625,native,2018-05-27,NL,6,
nat27,141,native,2018-05-27,NL,4,
nat27,152,native,2018-05-27,NL,4,
nat27,181,native,2018-05-27,NL,4,
nat27,186,native,2018-05-27,NL,2,
nat27,206,native,2018-05-27,NL,4,
nat27,23,native,2018-05-27,NL,4,
nat27,260,native,2018-05-27,NL,4,
nat27,263,native,2018-05-27,NL,4,
nat27,341,native,2018-05-27,NL,4,
nat27,347,native,2018-05-27,NL,4,
nat27,4,native,2018-05-27,NL,4,
nat27,406,native,2018-05-27,NL,4,
nat27,455,native,2018-05-27,NL,4,
nat27,517,native,2018-05-27,NL,4,
nat27,57,native,2018-05-27,NL,4,
nat27,655,native,2018-05-27,NL,4,
nat28,219,native,2018-05-27,NL,4,
nat28,304,native,2018-05-27,NL,4,
nat28,351,native,2018-05-27,NL,4,
nat28,448,native,2018-05-27,NL,4,
nat28,543,native,2018-05-27,NL,4,
nat28,598,native,2018-05-27,NL,2,
nat29,122,native,2018-05-27,NL,4,
nat29,137,native,2018-05-27,NL,4,
nat29,139,native,2018-05-27,NL,4,
nat29,153,native,2018-05-27,NL,4,
nat29,188,native,2018-05-27,NL,4,
nat29,194,native,2018-05-27,NL,4,
nat29,401,native,2018-05-27,NL,4,
nat29,423,native,2018-05-27,NL,4,
nat29,479,native,2018-05-27,NL,4,
nat29,5,native,2018-05-27,NL,4,
nat29,544,native,2018-05-27,NL,4,
nat29,565,native,2018-05-27,NL,4,
nat29,620,native,2018-05-27,NL,4,
nat29,99,native,2018-05-27,NL,4,
nat30,14,native,2018-05-27,NL,2,
nat30,236,native,2018-05-27,NL,2,
nat30,429,native,2018-05-27,NL,2,
nat30,451,native,2018-05-27,NL,2,
nat30,592,native,2018-05-27,NL,4,
nat30,594,native,2018-05-27,NL,2,
nat30,650,native,2018-05-27,NL,4,
nat30,653,native,2018-05-27,NL,4,
nat31,225,native,2018-05-27,NL,4,
nat31,279,native,2018-05-27,NL,4,
nat31,646,native,2018-05-27,NL,2,
nat32,138,native,2018-05-27,NL,4,
nat32,150,native,2018-05-27,NL,4,
nat32,172,native,2018-05-27,NL,4,
nat32,197,native,2018-05-27,NL,4,
nat32,214,native,2018-05-27,NL,6,
nat32,303,native,2018-05-27,NL,4,
nat32,360,native,2018-05-27,NL,6,
nat32,385,native,2018-05-27,NL,4,
nat32,463,native,2018-05-27,NL,4,
nat32,469,native,2018-05-27,NL,6,
nat33,297,native,2018-05-27,NL,4,
nat33,352,native,2018-05-27,NL,4,
nat33,365,native,2018-05-27,NL,4,
urb01,10,cultivar,2018-05-27,NL,2,
urb01,184,cultivar,2018-05-27,NL,6,
urb01,200,cultivar,2018-05-27,NL,4,
urb01,203,cultivar,2018-05-27,NL,4,
urb01,242,cultivar,2018-05-27,NL,6,
urb01,253,cultivar,2018-05-27,NL,6,
urb01,314,cultivar,2018-05-27,NL,6,
urb01,339,cultivar,2018-05-27,NL,4,
urb01,359,cultivar,2018-05-27,NL,2,
urb01,450,cultivar,2018-05-27,NL,6,
urb01,476,cultivar,2018-05-27,NL,4,
urb01,584,cultivar,2018-05-27,NL,2,
urb01,599,cultivar,2018-05-27,NL,6,
urb01,619,cultivar,2018-05-27,NL,4,
urb01,634,cultivar,2018-05-27,NL,6,
urb01,85,cultivar,2018-05-27,NL,4,
urb03,129,cultivar,2018-05-27,NL,4,
urb03,238,cultivar,2018-05-27,NL,4,
urb03,239,cultivar,2018-05-27,NL,6,
urb03,26,cultivar,2018-05-27,NL,4,
urb03,287,cultivar,2018-05-27,NL,4,
urb03,357,cultivar,2018-05-27,NL,4,
urb03,421,cultivar,2018-05-27,NL,4,
urb03,425,cultivar,2018-05-27,NL,4,
urb03,426,cultivar,2018-05-27,NL,4,
urb03,435,cultivar,2018-05-27,NL,4,
urb03,438,cultivar,2018-05-27,NL,4,
urb03,439,cultivar,2018-05-27,NL,4,
urb03,443,cultivar,2018-05-27,NL,4,
urb03,454,cultivar,2018-05-27,NL,6,
urb03,457,cultivar,2018-05-27,NL,6,
urb03,461,cultivar,2018-05-27,NL,6,
urb03,467,cultivar,2018-05-27,NL,2,
urb03,494,cultivar,2018-05-27,NL,4,
urb03,51,cultivar,2018-05-27,NL,6,
urb03,522,cultivar,2018-05-27,NL,4,
urb03,536,cultivar,2018-05-27,NL,4,
urb03,549,cultivar,2018-05-27,NL,6,
urb03,563,cultivar,2018-05-27,NL,4,
urb03,595,cultivar,2018-05-27,NL,4,
urb03,641,cultivar,2018-05-27,NL,6,
urb03,69,cultivar,2018-05-27,NL,6,
urb03,78,cultivar,2018-05-27,NL,4,
urb03,89,cultivar,2018-05-27,NL,4,
urb04,111,cultivar,2018-05-27,NL,4,
urb04,19,cultivar,2018-05-27,NL,6,
urb04,196,cultivar,2018-05-27,NL,6,
urb04,237,cultivar,2018-05-27,NL,6,
urb04,278,cultivar,2018-05-27,NL,2,
urb04,289,cultivar,2018-05-27,NL,4,
urb04,31,cultivar,2018-05-27,NL,4,
urb04,312,cultivar,2018-05-27,NL,2,
urb04,329,cultivar,2018-05-27,NL,6,
urb04,354,cultivar,2018-05-27,NL,4,
urb04,361,cultivar,2018-05-27,NL,4,
urb04,404,cultivar,2018-05-27,NL,4,
urb04,408,cultivar,2018-05-27,NL,4,
urb04,43,cultivar,2018-05-27,NL,2,
urb04,44,cultivar,2018-05-27,NL,6,
urb04,472,cultivar,2018-05-27,NL,6,
urb04,491,cultivar,2018-05-27,NL,6,
urb04,511,cultivar,2018-05-27,NL,2,
urb04,526,cultivar,2018-05-27,NL,6,
urb04,556,cultivar,2018-05-27,NL,4,
urb04,597,cultivar,2018-05-27,NL,2,
urb04,622,cultivar,2018-05-27,NL,4,
urb04,636,cultivar,2018-05-27,NL,4,
urb04,649,cultivar,2018-05-27,NL,6,
urb04,95,cultivar,2018-05-27,NL,4,
urb07,106,cultivar,2018-05-27,NL,6,
urb07,125,cultivar,2018-05-27,NL,4,
urb07,167,cultivar,2018-05-27,NL,6,
urb07,232,cultivar,2018-05-27,NL,2,
urb07,286,cultivar,2018-05-27,NL,4,
urb07,290,cultivar,2018-05-27,NL,4,
urb07,3,cultivar,2018-05-27,NL,4,
urb07,302,cultivar,2018-05-27,NL,6,
urb07,337,cultivar,2018-05-27,NL,6,
urb07,367,cultivar,2018-05-27,NL,6,
urb07,370,cultivar,2018-05-27,NL,2,
urb07,38,cultivar,2018-05-27,NL,6,
urb07,413,cultivar,2018-05-27,NL,4,
urb07,417,cultivar,2018-05-27,NL,4,
urb07,444,cultivar,2018-05-27,NL,4,
urb07,456,cultivar,2018-05-27,NL,6,
urb07,464,cultivar,2018-05-27,NL,2,
urb07,54,cultivar,2018-05-27,NL,4,
urb07,555,cultivar,2018-05-27,NL,2,
urb07,567,cultivar,2018-05-27,NL,4,
urb07,574,cultivar,2018-05-27,NL,4,
urb07,581,cultivar,2018-05-27,NL,4,
urb07,586,cultivar,2018-05-27,NL,2,
urb07,92,cultivar,2018-05-27,NL,4,
urb09,1,cultivar,2018-05-27,NL,6,
urb09,107,cultivar,2018-05-27,NL,6,
urb09,11,cultivar,2018-05-27,NL,4,
urb09,112,cultivar,2018-05-27,NL,6,
urb09,123,cultivar,2018-05-27,NL,6,
urb09,13,cultivar,2018-05-27,NL,6,
urb09,130,cultivar,2018-05-27,NL,6,
urb09,136,cultivar,2018-05-27,NL,4,
urb09,161,cultivar,2018-05-27,NL,4,
urb09,166,cultivar,2018-05-27,NL,6,
urb09,168,cultivar,2018-05-27,NL,6,
urb09,21,cultivar,2018-05-27,NL,6,
urb09,235,cultivar,2018-05-27,NL,4,
urb09,281,cultivar,2018-05-27,NL,6,
urb09,306,cultivar,2018-05-27,NL,6,
urb09,323,cultivar,2018-05-27,NL,6,
urb09,368,cultivar,2018-05-27,NL,6,
urb09,381,cultivar,2018-05-27,NL,6,
urb09,384,cultivar,2018-05-27,NL,2,
urb09,407,cultivar,2018-05-27,NL,6,
urb09,493,cultivar,2018-05-27,NL,6,
urb09,508,cultivar,2018-05-27,NL,6,
urb09,540,cultivar,2018-05-27,NL,6,
urb09,554,cultivar,2018-05-27,NL,6,
urb09,579,cultivar,2018-05-27,NL,6,
urb09,623,cultivar,2018-05-27,NL,6,
urb10,201,cultivar,2018-05-27,NL,4,
urb10,475,cultivar,2018-05-27,NL,6,
urb10,507,cultivar,2018-05-27,NL,2,
urb10,521,cultivar,2018-05-27,NL,4,
urb10,523,cultivar,2018-05-27,NL,6,
urb10,530,cultivar,2018-05-27,NL,4,
urb10,547,cultivar,2018-05-27,NL,4,
urb10,562,cultivar,2018-05-27,NL,4,
urb10,572,cultivar,2018-05-27,NL,4,
urb10,602,cultivar,2018-05-27,NL,4,
urb10,83,cultivar,2018-05-27,NL,4,
urb10,93,cultivar,2018-05-27,NL,2,
urb10,97,cultivar,2018-05-27,NL,4,
urb10,98,cultivar,2018-05-27,NL,4,
urb11,110,cultivar,2018-05-27,NL,6,
urb11,121,cultivar,2018-05-27,NL,6,
urb11,134,cultivar,2018-05-27,NL,6,
urb11,145,cultivar,2018-05-27,NL,6,
urb11,149,cultivar,2018-05-27,NL,6,
urb11,20,cultivar,2018-05-27,NL,6,
urb11,229,cultivar,2018-05-27,NL,4,
urb11,261,cultivar,2018-05-27,NL,6,
urb11,325,cultivar,2018-05-27,NL,6,
urb11,327,cultivar,2018-05-27,NL,6,
urb11,343,cultivar,2018-05-27,NL,6,
urb11,391,cultivar,2018-05-27,NL,6,
urb11,498,cultivar,2018-05-27,NL,6,
urb11,510,cultivar,2018-05-27,NL,6,
urb11,553,cultivar,2018-05-27,NL,6,
urb11,583,cultivar,2018-05-27,NL,6,
urb11,591,cultivar,2018-05-27,NL,6,
urb11,610,cultivar,2018-05-27,NL,2,
urb11,629,cultivar,2018-05-27,NL,6,
urb12,140,cultivar,2018-05-27,NL,4,
urb12,148,cultivar,2018-05-27,NL,6,
urb12,164,cultivar,2018-05-27,NL,4,
urb12,193,cultivar,2018-05-27,NL,4,
urb12,210,cultivar,2018-05-27,NL,6,
urb12,227,cultivar,2018-05-27,NL,4,
urb12,246,cultivar,2018-05-27,NL,2,
urb12,256,cultivar,2018-05-27,NL,6,
urb12,262,cultivar,2018-05-27,NL,2,
urb12,266,cultivar,2018-05-27,NL,6,
urb12,28,cultivar,2018-05-27,NL,2,
urb12,294,cultivar,2018-05-27,NL,6,
urb12,317,cultivar,2018-05-27,NL,2,
urb12,319,cultivar,2018-05-27,NL,4,
urb12,32,cultivar,2018-05-27,NL,6,
urb12,324,cultivar,2018-05-27,NL,6,
urb12,36,cultivar,2018-05-27,NL,6,
urb12,437,cultivar,2018-05-27,NL,6,
urb12,462,cultivar,2018-05-27,NL,4,
urb12,465,cultivar,2018-05-27,NL,6,
urb12,496,cultivar,2018-05-27,NL,4,
urb12,593,cultivar,2018-05-27,NL,6,
urb12,639,cultivar,2018-05-27,NL,6,
urb12,640,cultivar,2018-05-27,NL,6,
urb12,66,cultivar,2018-05-27,NL,2,
urb13,12,cultivar,2018-05-27,NL,6,
urb13,120,cultivar,2018-05-27,NL,6,
urb13,156,cultivar,2018-05-27,NL,6,
urb13,245,cultivar,2018-05-27,NL,2,
urb13,258,cultivar,2018-05-27,NL,2,
urb13,277,cultivar,2018-05-27,NL,6,
urb13,292,cultivar,2018-05-27,NL,6,
urb13,315,cultivar,2018-05-27,NL,6,
urb13,411,cultivar,2018-05-27,NL,6,
urb13,477,cultivar,2018-05-27,NL,4,
urb13,531,cultivar,2018-05-27,NL,2,
urb13,637,cultivar,2018-05-27,NL,2,
urb13,654,cultivar,2018-05-27,NL,6,
urb13,7,cultivar,2018-05-27,NL,2,
urb13,82,cultivar,2018-05-27,NL,4,
urb14,117,cultivar,2018-05-27,NL,4,
urb14,126,cultivar,2018-05-27,NL,4,
urb14,157,cultivar,2018-05-27,NL,6,
urb14,162,cultivar,2018-05-27,NL,4,
urb14,163,cultivar,2018-05-27,NL,6,
urb14,18,cultivar,2018-05-27,NL,4,
urb14,217,cultivar,2018-05-27,NL,4,
urb14,265,cultivar,2018-05-27,NL,6,
urb14,293,cultivar,2018-05-27,NL,4,
urb14,35,cultivar,2018-05-27,NL,4,
urb14,395,cultivar,2018-05-27,NL,4,
urb14,428,cultivar,2018-05-27,NL,2,
urb14,441,cultivar,2018-05-27,NL,6,
urb14,453,cultivar,2018-05-27,NL,4,
urb14,488,cultivar,2018-05-27,NL,6,
urb14,497,cultivar,2018-05-27,NL,4,
urb14,499,cultivar,2018-05-27,NL,4,
urb14,529,cultivar,2018-05-27,NL,4,
urb14,587,cultivar,2018-05-27,NL,4,
urb14,600,cultivar,2018-05-27,NL,4,
urb14,603,cultivar,2018-05-27,NL,4,
urb14,652,cultivar,2018-05-27,NL,4,
urb14,9,cultivar,2018-05-27,NL,4,
urb17,207,cultivar,2018-05-27,NL,6,
urb17,213,cultivar,2018-05-27,NL,2,
urb17,250,cultivar,2018-05-27,NL,6,
urb17,276,cultivar,2018-05-27,NL,6,
urb17,280,cultivar,2018-05-27,NL,4,
urb17,300,cultivar,2018-05-27,NL,6,
urb17,311,cultivar,2018-05-27,NL,6,
urb17,410,cultivar,2018-05-27,NL,4,
urb17,546,cultivar,2018-05-27,NL,6,
urb17,570,cultivar,2018-05-27,NL,2,
urb17,617,cultivar,2018-05-27,NL,8,
urb17,621,cultivar,2018-05-27,NL,4,
urb17,643,cultivar,2018-05-27,NL,4,
urb17,70,cultivar,2018-05-27,NL,6,
urb17,80,cultivar,2018-05-27,NL,4,
urb17,87,cultivar,2018-05-27,NL,4,
urb18,155,cultivar,2018-05-27,NL,6,
urb18,175,cultivar,2018-05-27,NL,4,
urb18,221,cultivar,2018-05-27,NL,2,
urb18,222,cultivar,2018-05-27,NL,2,
urb18,252,cultivar,2018-05-27,NL,2,
urb18,330,cultivar,2018-05-27,NL,6,
urb18,416,cultivar,2018-05-27,NL,6,
urb18,459,cultivar,2018-05-27,NL,2,
urb18,470,cultivar,2018-05-27,NL,4,
urb18,483,cultivar,2018-05-27,NL,6,
urb18,484,cultivar,2018-05-27,NL,2,
urb18,509,cultivar,2018-05-27,NL,4,
urb18,52,cultivar,2018-05-27,NL,6,
urb18,651,cultivar,2018-05-27,NL,2,
urb23,132,cultivar,2018-05-27,NL,4,
urb23,143,cultivar,2018-05-27,NL,6,
urb23,178,cultivar,2018-05-27,NL,6,
urb23,228,cultivar,2018-05-27,NL,4,
urb23,24,cultivar,2018-05-27,NL,6,
urb23,29,cultivar,2018-05-27,NL,6,
urb23,313,cultivar,2018-05-27,NL,4,
urb23,316,cultivar,2018-05-27,NL,4,
urb23,418,cultivar,2018-05-27,NL,6,
urb23,528,cultivar,2018-05-27,NL,4,
urb23,542,cultivar,2018-05-27,NL,4,
urb23,58,cultivar,2018-05-27,NL,4,
urb23,601,cultivar,2018-05-27,NL,6,
urb23,604,cultivar,2018-05-27,NL,6,
urb23,607,cultivar,2018-05-27,NL,0,
urb23,645,cultivar,2018-05-27,NL,2,
urb23,81,cultivar,2018-05-27,NL,6,
urb24,133,cultivar,2018-05-27,NL,4,
urb24,160,cultivar,2018-05-27,NL,4,
urb24,169,cultivar,2018-05-27,NL,4,
urb24,209,cultivar,2018-05-27,NL,4,
urb24,234,cultivar,2018-05-27,NL,4,
urb24,248,cultivar,2018-05-27,NL,6,
urb24,284,cultivar,2018-05-27,NL,2,
urb24,377,cultivar,2018-05-27,NL,2,
urb24,431,cultivar,2018-05-27,NL,4,
urb24,449,cultivar,2018-05-27,NL,4,
urb24,490,cultivar,2018-05-27,NL,4,
urb24,516,cultivar,2018-05-27,NL,4,
urb24,585,cultivar,2018-05-27,NL,4,
urb24,60,cultivar,2018-05-27,NL,4,
urb24,628,cultivar,2018-05-27,NL,4,
urb24,96,cultivar,2018-05-27,NL,4,
urb25,173,cultivar,2018-05-27,NL,4,
urb25,192,cultivar,2018-05-27,NL,4,
urb25,198,cultivar,2018-05-27,NL,4,
urb25,204,cultivar,2018-05-27,NL,2,
urb25,257,cultivar,2018-05-27,NL,2,
urb25,274,cultivar,2018-05-27,NL,2,
urb25,335,cultivar,2018-05-27,NL,6,
urb25,344,cultivar,2018-05-27,NL,4,
urb25,348,cultivar,2018-05-27,NL,4,
urb25,371,cultivar,2018-05-27,NL,4,
urb25,374,cultivar,2018-05-27,NL,6,
urb25,403,cultivar,2018-05-27,NL,4,
urb25,412,cultivar,2018-05-27,NL,2,
urb25,415,cultivar,2018-05-27,NL,4,
urb25,442,cultivar,2018-05-27,NL,4,
urb25,452,cultivar,2018-05-27,NL,4,
urb25,458,cultivar,2018-05-27,NL,2,
urb25,478,cultivar,2018-05-27,NL,4,
urb25,486,cultivar,2018-05-27,NL,4,
urb25,518,cultivar,2018-05-27,NL,4,
urb25,590,cultivar,2018-05-27,NL,4,
urb25,88,cultivar,2018-05-27,NL,4,
urb26,104,cultivar,2018-05-27,NL,4,
urb26,109,cultivar,2018-05-27,NL,4,
urb26,180,cultivar,2018-05-27,NL,4,
urb26,268,cultivar,2018-05-27,NL,4,
urb26,273,cultivar,2018-05-27,NL,2,
urb26,320,cultivar,2018-05-27,NL,2,
urb26,356,cultivar,2018-05-27,NL,4,
urb26,386,cultivar,2018-05-27,NL,6,
urb26,392,cultivar,2018-05-27,NL,6,
urb26,427,cultivar,2018-05-27,NL,6,
urb26,502,cultivar,2018-05-27,NL,6,
urb26,525,cultivar,2018-05-27,NL,2,
urb26,551,cultivar,2018-05-27,NL,4,
urb26,578,cultivar,2018-05-27,NL,2,
urb26,624,cultivar,2018-05-27,NL,4,
urb26,633,cultivar,2018-05-27,NL,4,
urb26,661,cultivar,2018-05-27,NL,4,
urb28,103,cultivar,2018-05-27,NL,4,
urb28,118,cultivar,2018-05-27,NL,6,
urb28,171,cultivar,2018-05-27,NL,4,
urb28,205,cultivar,2018-05-27,NL,4,
urb28,240,cultivar,2018-05-27,NL,4,
urb28,27,cultivar,2018-05-27,NL,4,
urb28,295,cultivar,2018-05-27,NL,6,
urb28,318,cultivar,2018-05-27,NL,4,
urb28,342,cultivar,2018-05-27,NL,4,
urb28,369,cultivar,2018-05-27,NL,6,
urb28,387,cultivar,2018-05-27,NL,4,
urb28,39,cultivar,2018-05-27,NL,4,
urb28,474,cultivar,2018-05-27,NL,6,
urb28,49,cultivar,2018-05-27,NL,4,
urb28,50,cultivar,2018-05-27,NL,4,
urb28,506,cultivar,2018-05-27,NL,4,
urb28,512,cultivar,2018-05-27,NL,4,
urb28,541,cultivar,2018-05-27,NL,4,
urb28,62,cultivar,2018-05-27,NL,4,
urb28,660,cultivar,2018-05-27,NL,4,
urb28,75,cultivar,2018-05-27,NL,4,
urb28,77,cultivar,2018-05-27,NL,2,
urb29,113,cultivar,2018-05-27,NL,4,
urb29,124,cultivar,2018-05-27,NL,6,
urb29,127,cultivar,2018-05-27,NL,4,
urb29,158,cultivar,2018-05-27,NL,4,
urb29,165,cultivar,2018-05-27,NL,6,
urb29,170,cultivar,2018-05-27,NL,4,
urb29,282,cultivar,2018-05-27,NL,2,
urb29,363,cultivar,2018-05-27,NL,6,
urb29,394,cultivar,2018-05-27,NL,6,
urb29,400,cultivar,2018-05-27,NL,6,
urb29,504,cultivar,2018-05-27,NL,6,
urb29,552,cultivar,2018-05-27,NL,6,
urb29,56,cultivar,2018-05-27,NL,4,
urb31,108,cultivar,2018-05-27,NL,4,
urb31,220,cultivar,2018-05-27,NL,4,
urb31,231,cultivar,2018-05-27,NL,4,
urb31,233,cultivar,2018-05-27,NL,4,
urb31,247,cultivar,2018-05-27,NL,6,
urb31,308,cultivar,2018-05-27,NL,5,
urb31,346,cultivar,2018-05-27,NL,4,
urb31,372,cultivar,2018-05-27,NL,6,
urb31,434,cultivar,2018-05-27,NL,4,
urb31,460,cultivar,2018-05-27,NL,6,
urb31,48,cultivar,2018-05-27,NL,4,
urb31,481,cultivar,2018-05-27,NL,6,
urb31,495,cultivar,2018-05-27,NL,6,
urb31,514,cultivar,2018-05-27,NL,6,
urb31,539,cultivar,2018-05-27,NL,6,
urb31,55,cultivar,2018-05-27,NL,4,
urb31,576,cultivar,2018-05-27,NL,6,
urb31,588,cultivar,2018-05-27,NL,6,
urb31,59,cultivar,2018-05-27,NL,6,
urb31,612,cultivar,2018-05-27,NL,6,
urb31,63,cultivar,2018-05-27,NL,6,
urb31,644,cultivar,2018-05-27,NL,4,
urb31,91,cultivar,2018-05-27,NL,6,
urb32,189,cultivar,2018-05-27,NL,6,
urb32,208,cultivar,2018-05-27,NL,4,
urb32,264,cultivar,2018-05-27,NL,4,
urb32,336,cultivar,2018-05-27,NL,2,
urb32,350,cultivar,2018-05-27,NL,6,
urb32,366,cultivar,2018-05-27,NL,4,
urb32,378,cultivar,2018-05-27,NL,4,
urb32,379,cultivar,2018-05-27,NL,6,
urb32,382,cultivar,2018-05-27,NL,6,
urb32,390,cultivar,2018-05-27,NL,6,
urb32,42,cultivar,2018-05-27,NL,6,
urb32,420,cultivar,2018-05-27,NL,6,
urb32,45,cultivar,2018-05-27,NL,4,
urb32,53,cultivar,2018-05-27,NL,4,
urb32,550,cultivar,2018-05-27,NL,4,
urb32,618,cultivar,2018-05-27,NL,6,
urb32,635,cultivar,2018-05-27,NL,4,
urb32,64,cultivar,2018-05-27,NL,4,
urb32,658,cultivar,2018-05-27,NL,4,
urb32,72,cultivar,2018-05-27,NL,6,
nat18,326,native,2018-06-13,NL,4,y
nat18,480,native,2018-06-13,NL,4,WL + ld+ stress
nat18,632,native,2018-06-13,NL,4,sl y
nat19,100,native,2018-06-13,NL,4,
nat19,183,native,2018-06-13,NL,4,ws near am
nat19,185,native,2018-06-13,NL,4,
nat19,190,native,2018-06-13,NL,6,y+bt
nat19,202,native,2018-06-13,NL,6,bs
nat19,22,native,2018-06-13,NL,4,
nat19,223,native,2018-06-13,NL,6,bt+y
nat19,224,native,2018-06-13,NL,4,herb+ld
nat19,241,native,2018-06-13,NL,4,
nat19,270,native,2018-06-13,NL,6,
nat19,275,native,2018-06-13,NL,6,
nat19,296,native,2018-06-13,NL,4,CL +bt
nat19,33,native,2018-06-13,NL,3,H
nat19,355,native,2018-06-13,NL,4,
nat19,364,native,2018-06-13,NL,4,
nat19,375,native,2018-06-13,NL,4,bt
nat19,397,native,2018-06-13,NL,4,bt
nat19,398,native,2018-06-13,NL,4,bs+ys
nat19,40,native,2018-06-13,NL,4,deformed leaf + leaves stuck toghether
nat19,430,native,2018-06-13,NL,6,
nat19,46,native,2018-06-13,NL,4,H + WL
nat19,468,native,2018-06-13,NL,5,herb
nat19,482,native,2018-06-13,NL,4,
nat19,513,native,2018-06-13,NL,4,bs+ys
nat19,538,native,2018-06-13,NL,4,bs
nat19,557,native,2018-06-13,NL,4,bt +insect
nat19,571,native,2018-06-13,NL,3,WL
nat19,596,native,2018-06-13,NL,4,BE
nat19,606,native,2018-06-13,NL,4,Bt + insect
nat19,611,native,2018-06-13,NL,4,Wl
